school,overallScore,city.name
le-wagon,5.0,Lausanne
le-wagon,5.0,Madrid
le-wagon,5.0,Rennes
le-wagon,5.0,Singapore
le-wagon,5.0,London
le-wagon,5.0,Dubai
le-wagon,5.0,Munich
le-wagon,5.0,Santiago
le-wagon,5.0,Nice
le-wagon,5.0,Cologne
le-wagon,5.0,Mauritius
le-wagon,5.0,not applicable
le-wagon,5.0,Zurich
le-wagon,5.0,Porto
le-wagon,5.0,Cape Town
le-wagon,5.0,Toulouse
le-wagon,5.0,Sydney
le-wagon,5.0,Melbourne
le-wagon,5.0,Casablanca
le-wagon,5.0,Buenos Aires
le-wagon,5.0,Brussels
le-wagon,5.0,Mexico City
le-wagon,5.0,Amsterdam
le-wagon,5.0,Sao Paulo
le-wagon,5.0,Barcelona
le-wagon,5.0,Bordeaux
le-wagon,5.0,Lille
le-wagon,5.0,Lisbon
le-wagon,5.0,Bali
le-wagon,5.0,Nantes
le-wagon,5.0,Rio de Janeiro 
le-wagon,5.0,Marseille
le-wagon,5.0,Montreal
le-wagon,5.0,Shanghai
le-wagon,5.0,Tokyo
le-wagon,5.0,Lyon
le-wagon,5.0,Berlin
le-wagon,5.0,Paris
le-wagon,5.0,Lausanne
le-wagon,5.0,Madrid
le-wagon,5.0,Rennes
le-wagon,5.0,Singapore
le-wagon,5.0,London
le-wagon,5.0,Dubai
le-wagon,5.0,Munich
le-wagon,5.0,Santiago
le-wagon,5.0,Nice
le-wagon,5.0,Cologne
le-wagon,5.0,Mauritius
le-wagon,5.0,not applicable
le-wagon,5.0,Zurich
le-wagon,5.0,Porto
le-wagon,5.0,Cape Town
le-wagon,5.0,Toulouse
le-wagon,5.0,Sydney
le-wagon,4.7,Melbourne
le-wagon,4.7,Casablanca
le-wagon,4.7,Buenos Aires
le-wagon,4.7,Brussels
le-wagon,4.7,Mexico City
le-wagon,4.7,Amsterdam
le-wagon,4.7,Sao Paulo
le-wagon,4.7,Barcelona
le-wagon,4.7,Bordeaux
le-wagon,4.7,Lille
le-wagon,4.7,Lisbon
le-wagon,4.7,Bali
le-wagon,4.7,Nantes
le-wagon,4.7,Rio de Janeiro 
le-wagon,4.7,Marseille
le-wagon,4.7,Montreal
le-wagon,4.7,Shanghai
le-wagon,4.7,Tokyo
le-wagon,4.7,Lyon
le-wagon,4.7,Berlin
le-wagon,4.7,Paris
le-wagon,4.7,Lausanne
le-wagon,4.7,Madrid
le-wagon,4.7,Rennes
le-wagon,4.7,Singapore
le-wagon,4.7,London
le-wagon,4.7,Dubai
le-wagon,4.7,Munich
le-wagon,4.7,Santiago
le-wagon,4.7,Nice
le-wagon,4.7,Cologne
le-wagon,4.7,Mauritius
le-wagon,4.7,not applicable
le-wagon,4.7,Zurich
le-wagon,4.7,Porto
le-wagon,4.7,Cape Town
le-wagon,4.7,Toulouse
le-wagon,4.7,Sydney
le-wagon,5.0,Melbourne
le-wagon,5.0,Casablanca
le-wagon,5.0,Buenos Aires
le-wagon,5.0,Brussels
le-wagon,5.0,Mexico City
le-wagon,5.0,Amsterdam
le-wagon,5.0,Sao Paulo
le-wagon,5.0,Barcelona
le-wagon,5.0,Bordeaux
le-wagon,5.0,Lille
le-wagon,5.0,Lisbon
le-wagon,5.0,Bali
le-wagon,5.0,Nantes
le-wagon,5.0,Rio de Janeiro 
le-wagon,5.0,Marseille
le-wagon,5.0,Montreal
le-wagon,5.0,Shanghai
le-wagon,5.0,Tokyo
le-wagon,5.0,Lyon
le-wagon,5.0,Berlin
le-wagon,5.0,Paris
le-wagon,5.0,Lausanne
le-wagon,5.0,Madrid
le-wagon,5.0,Rennes
le-wagon,5.0,Singapore
le-wagon,5.0,London
le-wagon,5.0,Dubai
le-wagon,5.0,Munich
le-wagon,5.0,Santiago
le-wagon,5.0,Nice
le-wagon,5.0,Cologne
le-wagon,5.0,Mauritius
le-wagon,5.0,not applicable
le-wagon,5.0,Zurich
le-wagon,5.0,Porto
le-wagon,5.0,Cape Town
le-wagon,5.0,Toulouse
le-wagon,5.0,Sydney
le-wagon,5.0,Melbourne
le-wagon,5.0,Casablanca
le-wagon,5.0,Buenos Aires
le-wagon,5.0,Brussels
le-wagon,5.0,Mexico City
le-wagon,5.0,Amsterdam
le-wagon,5.0,Sao Paulo
le-wagon,5.0,Barcelona
le-wagon,5.0,Bordeaux
le-wagon,5.0,Lille
le-wagon,5.0,Lisbon
le-wagon,5.0,Bali
le-wagon,5.0,Nantes
le-wagon,5.0,Rio de Janeiro 
le-wagon,5.0,Marseille
le-wagon,5.0,Montreal
le-wagon,5.0,Shanghai
le-wagon,5.0,Tokyo
le-wagon,5.0,Lyon
le-wagon,5.0,Berlin
le-wagon,5.0,Paris
le-wagon,5.0,Lausanne
le-wagon,5.0,Madrid
le-wagon,5.0,Rennes
le-wagon,5.0,Singapore
le-wagon,5.0,London
le-wagon,5.0,Dubai
le-wagon,5.0,Munich
le-wagon,5.0,Santiago
le-wagon,5.0,Nice
le-wagon,5.0,Cologne
le-wagon,5.0,Mauritius
le-wagon,5.0,not applicable
le-wagon,5.0,Zurich
le-wagon,5.0,Porto
le-wagon,5.0,Cape Town
le-wagon,5.0,Toulouse
le-wagon,5.0,Sydney
le-wagon,5.0,Melbourne
le-wagon,5.0,Casablanca
le-wagon,5.0,Buenos Aires
le-wagon,5.0,Brussels
le-wagon,5.0,Mexico City
le-wagon,5.0,Amsterdam
le-wagon,5.0,Sao Paulo
le-wagon,5.0,Barcelona
le-wagon,5.0,Bordeaux
le-wagon,5.0,Lille
le-wagon,5.0,Lisbon
le-wagon,5.0,Bali
le-wagon,5.0,Nantes
le-wagon,5.0,Rio de Janeiro 
le-wagon,5.0,Marseille
le-wagon,5.0,Montreal
le-wagon,5.0,Shanghai
le-wagon,5.0,Tokyo
le-wagon,5.0,Lyon
le-wagon,5.0,Berlin
le-wagon,5.0,Paris
le-wagon,5.0,Lausanne
le-wagon,5.0,Madrid
le-wagon,5.0,Rennes
le-wagon,5.0,Singapore
le-wagon,5.0,London
le-wagon,5.0,Dubai
le-wagon,5.0,Munich
le-wagon,5.0,Santiago
le-wagon,5.0,Nice
le-wagon,5.0,Cologne
le-wagon,5.0,Mauritius
le-wagon,5.0,not applicable
le-wagon,5.0,Zurich
le-wagon,5.0,Porto
le-wagon,5.0,Cape Town
le-wagon,5.0,Toulouse
le-wagon,5.0,Sydney
le-wagon,5.0,Melbourne
le-wagon,5.0,Casablanca
le-wagon,5.0,Buenos Aires
le-wagon,5.0,Brussels
le-wagon,5.0,Mexico City
le-wagon,5.0,Amsterdam
le-wagon,5.0,Sao Paulo
le-wagon,5.0,Barcelona
le-wagon,5.0,Bordeaux
le-wagon,5.0,Lille
le-wagon,5.0,Lisbon
le-wagon,5.0,Bali
le-wagon,5.0,Nantes
le-wagon,5.0,Rio de Janeiro 
le-wagon,5.0,Marseille
le-wagon,5.0,Montreal
le-wagon,5.0,Shanghai
le-wagon,5.0,Tokyo
le-wagon,5.0,Lyon
le-wagon,5.0,Berlin
le-wagon,5.0,Paris
le-wagon,5.0,Lausanne
le-wagon,5.0,Madrid
le-wagon,5.0,Rennes
le-wagon,5.0,Singapore
le-wagon,5.0,London
le-wagon,5.0,Dubai
le-wagon,5.0,Munich
le-wagon,5.0,Santiago
le-wagon,5.0,Nice
le-wagon,5.0,Cologne
le-wagon,5.0,Mauritius
le-wagon,5.0,not applicable
le-wagon,5.0,Zurich
le-wagon,5.0,Porto
le-wagon,5.0,Cape Town
le-wagon,5.0,Toulouse
le-wagon,5.0,Sydney
le-wagon,5.0,Melbourne
le-wagon,5.0,Casablanca
le-wagon,5.0,Buenos Aires
le-wagon,5.0,Brussels
le-wagon,5.0,Mexico City
le-wagon,5.0,Amsterdam
le-wagon,5.0,Sao Paulo
le-wagon,5.0,Barcelona
le-wagon,5.0,Bordeaux
le-wagon,5.0,Lille
le-wagon,5.0,Lisbon
le-wagon,5.0,Bali
le-wagon,5.0,Nantes
le-wagon,5.0,Rio de Janeiro 
le-wagon,5.0,Marseille
le-wagon,5.0,Montreal
le-wagon,5.0,Shanghai
le-wagon,5.0,Tokyo
le-wagon,5.0,Lyon
le-wagon,5.0,Berlin
le-wagon,5.0,Paris
le-wagon,5.0,Lausanne
le-wagon,5.0,Madrid
le-wagon,5.0,Rennes
le-wagon,5.0,Singapore
le-wagon,5.0,London
le-wagon,5.0,Dubai
le-wagon,5.0,Munich
le-wagon,5.0,Santiago
le-wagon,5.0,Nice
le-wagon,5.0,Cologne
le-wagon,5.0,Mauritius
le-wagon,5.0,not applicable
le-wagon,5.0,Zurich
le-wagon,5.0,Porto
le-wagon,5.0,Cape Town
le-wagon,5.0,Toulouse
le-wagon,5.0,Sydney
le-wagon,5.0,Melbourne
le-wagon,5.0,Casablanca
le-wagon,5.0,Buenos Aires
le-wagon,5.0,Brussels
le-wagon,5.0,Mexico City
le-wagon,5.0,Amsterdam
le-wagon,5.0,Sao Paulo
le-wagon,5.0,Barcelona
le-wagon,5.0,Bordeaux
le-wagon,5.0,Lille
le-wagon,5.0,Lisbon
le-wagon,5.0,Bali
le-wagon,5.0,Nantes
le-wagon,5.0,Rio de Janeiro 
le-wagon,5.0,Marseille
le-wagon,5.0,Montreal
le-wagon,5.0,Shanghai
le-wagon,5.0,Tokyo
le-wagon,5.0,Lyon
le-wagon,5.0,Berlin
le-wagon,5.0,Paris
le-wagon,5.0,Lausanne
le-wagon,5.0,Madrid
le-wagon,5.0,Rennes
le-wagon,5.0,Singapore
le-wagon,5.0,London
le-wagon,5.0,Dubai
le-wagon,5.0,Munich
le-wagon,5.0,Santiago
le-wagon,5.0,Nice
le-wagon,5.0,Cologne
le-wagon,5.0,Mauritius
le-wagon,5.0,not applicable
le-wagon,5.0,Zurich
le-wagon,5.0,Porto
le-wagon,5.0,Cape Town
le-wagon,5.0,Toulouse
le-wagon,5.0,Sydney
le-wagon,5.0,Melbourne
le-wagon,5.0,Casablanca
le-wagon,5.0,Buenos Aires
le-wagon,5.0,Brussels
le-wagon,5.0,Mexico City
le-wagon,5.0,Amsterdam
le-wagon,5.0,Sao Paulo
le-wagon,5.0,Barcelona
le-wagon,5.0,Bordeaux
le-wagon,5.0,Lille
le-wagon,5.0,Lisbon
le-wagon,5.0,Bali
le-wagon,5.0,Nantes
le-wagon,5.0,Rio de Janeiro 
le-wagon,5.0,Marseille
le-wagon,5.0,Montreal
le-wagon,5.0,Shanghai
le-wagon,5.0,Tokyo
le-wagon,5.0,Lyon
le-wagon,5.0,Berlin
le-wagon,5.0,Paris
le-wagon,5.0,Lausanne
le-wagon,5.0,Madrid
le-wagon,5.0,Rennes
le-wagon,5.0,Singapore
le-wagon,5.0,London
le-wagon,5.0,Dubai
le-wagon,5.0,Munich
le-wagon,5.0,Santiago
le-wagon,5.0,Nice
le-wagon,5.0,Cologne
le-wagon,5.0,Mauritius
le-wagon,5.0,not applicable
le-wagon,5.0,Zurich
le-wagon,5.0,Porto
le-wagon,5.0,Cape Town
le-wagon,5.0,Toulouse
le-wagon,5.0,Sydney
le-wagon,5.0,Melbourne
le-wagon,5.0,Casablanca
le-wagon,5.0,Buenos Aires
le-wagon,5.0,Brussels
le-wagon,5.0,Mexico City
le-wagon,5.0,Amsterdam
le-wagon,5.0,Sao Paulo
le-wagon,5.0,Barcelona
le-wagon,5.0,Bordeaux
le-wagon,5.0,Lille
le-wagon,5.0,Lisbon
le-wagon,5.0,Bali
le-wagon,5.0,Nantes
le-wagon,5.0,Rio de Janeiro 
le-wagon,5.0,Marseille
le-wagon,5.0,Montreal
le-wagon,5.0,Shanghai
le-wagon,5.0,Tokyo
le-wagon,5.0,Lyon
le-wagon,5.0,Berlin
le-wagon,5.0,Paris
le-wagon,5.0,Lausanne
le-wagon,5.0,Madrid
le-wagon,5.0,Rennes
le-wagon,5.0,Singapore
le-wagon,5.0,London
le-wagon,5.0,Dubai
le-wagon,5.0,Munich
le-wagon,5.0,Santiago
le-wagon,5.0,Nice
le-wagon,5.0,Cologne
le-wagon,5.0,Mauritius
le-wagon,5.0,not applicable
le-wagon,5.0,Zurich
le-wagon,5.0,Porto
le-wagon,5.0,Cape Town
le-wagon,5.0,Toulouse
le-wagon,5.0,Sydney
le-wagon,5.0,Melbourne
le-wagon,5.0,Casablanca
le-wagon,5.0,Buenos Aires
le-wagon,5.0,Brussels
le-wagon,5.0,Mexico City
le-wagon,5.0,Amsterdam
le-wagon,5.0,Sao Paulo
le-wagon,5.0,Barcelona
le-wagon,5.0,Bordeaux
le-wagon,5.0,Lille
le-wagon,5.0,Lisbon
le-wagon,5.0,Bali
le-wagon,5.0,Nantes
le-wagon,5.0,Rio de Janeiro 
le-wagon,5.0,Marseille
le-wagon,5.0,Montreal
le-wagon,5.0,Shanghai
le-wagon,5.0,Tokyo
le-wagon,5.0,Lyon
le-wagon,5.0,Berlin
le-wagon,5.0,Paris
le-wagon,5.0,Lausanne
le-wagon,5.0,Madrid
le-wagon,5.0,Rennes
le-wagon,5.0,Singapore
le-wagon,5.0,London
le-wagon,5.0,Dubai
le-wagon,5.0,Munich
le-wagon,5.0,Santiago
le-wagon,5.0,Nice
le-wagon,5.0,Cologne
le-wagon,5.0,Mauritius
le-wagon,5.0,not applicable
le-wagon,5.0,Zurich
le-wagon,5.0,Porto
le-wagon,5.0,Cape Town
le-wagon,5.0,Toulouse
le-wagon,5.0,Sydney
le-wagon,5.0,Melbourne
le-wagon,5.0,Casablanca
le-wagon,5.0,Buenos Aires
le-wagon,5.0,Brussels
le-wagon,5.0,Mexico City
le-wagon,5.0,Amsterdam
le-wagon,5.0,Sao Paulo
le-wagon,5.0,Barcelona
le-wagon,5.0,Bordeaux
le-wagon,5.0,Lille
le-wagon,5.0,Lisbon
le-wagon,5.0,Bali
le-wagon,5.0,Nantes
le-wagon,5.0,Rio de Janeiro 
le-wagon,5.0,Marseille
le-wagon,5.0,Montreal
le-wagon,5.0,Shanghai
le-wagon,5.0,Tokyo
le-wagon,5.0,Lyon
le-wagon,5.0,Berlin
le-wagon,5.0,Paris
le-wagon,5.0,Lausanne
le-wagon,5.0,Madrid
le-wagon,5.0,Rennes
le-wagon,5.0,Singapore
le-wagon,5.0,London
le-wagon,5.0,Dubai
le-wagon,5.0,Munich
le-wagon,5.0,Santiago
le-wagon,5.0,Nice
le-wagon,5.0,Cologne
le-wagon,5.0,Mauritius
le-wagon,5.0,not applicable
le-wagon,5.0,Zurich
le-wagon,5.0,Porto
le-wagon,5.0,Cape Town
le-wagon,5.0,Toulouse
le-wagon,5.0,Sydney
le-wagon,5.0,Melbourne
le-wagon,5.0,Casablanca
le-wagon,5.0,Buenos Aires
le-wagon,5.0,Brussels
le-wagon,5.0,Mexico City
le-wagon,5.0,Amsterdam
le-wagon,5.0,Sao Paulo
le-wagon,5.0,Barcelona
le-wagon,5.0,Bordeaux
le-wagon,5.0,Lille
le-wagon,5.0,Lisbon
le-wagon,5.0,Bali
le-wagon,5.0,Nantes
le-wagon,5.0,Rio de Janeiro 
le-wagon,5.0,Marseille
le-wagon,5.0,Montreal
le-wagon,5.0,Shanghai
le-wagon,5.0,Tokyo
le-wagon,5.0,Lyon
le-wagon,5.0,Berlin
le-wagon,5.0,Paris
le-wagon,5.0,Lausanne
le-wagon,5.0,Madrid
le-wagon,5.0,Rennes
le-wagon,5.0,Singapore
le-wagon,5.0,London
le-wagon,5.0,Dubai
le-wagon,5.0,Munich
le-wagon,5.0,Santiago
le-wagon,5.0,Nice
le-wagon,5.0,Cologne
le-wagon,5.0,Mauritius
le-wagon,5.0,not applicable
le-wagon,5.0,Zurich
le-wagon,5.0,Porto
le-wagon,5.0,Cape Town
le-wagon,5.0,Toulouse
le-wagon,5.0,Sydney
le-wagon,5.0,Melbourne
le-wagon,5.0,Casablanca
le-wagon,5.0,Buenos Aires
le-wagon,5.0,Brussels
le-wagon,5.0,Mexico City
le-wagon,5.0,Amsterdam
le-wagon,5.0,Sao Paulo
le-wagon,5.0,Barcelona
le-wagon,5.0,Bordeaux
le-wagon,5.0,Lille
le-wagon,5.0,Lisbon
le-wagon,5.0,Bali
le-wagon,5.0,Nantes
le-wagon,5.0,Rio de Janeiro 
le-wagon,5.0,Marseille
le-wagon,5.0,Montreal
le-wagon,5.0,Shanghai
le-wagon,5.0,Tokyo
le-wagon,5.0,Lyon
le-wagon,5.0,Berlin
le-wagon,5.0,Paris
le-wagon,5.0,Lausanne
le-wagon,5.0,Madrid
le-wagon,5.0,Rennes
le-wagon,5.0,Singapore
le-wagon,5.0,London
le-wagon,5.0,Dubai
le-wagon,5.0,Munich
le-wagon,5.0,Santiago
le-wagon,5.0,Nice
le-wagon,5.0,Cologne
le-wagon,5.0,Mauritius
le-wagon,5.0,not applicable
le-wagon,5.0,Zurich
le-wagon,5.0,Porto
le-wagon,5.0,Cape Town
le-wagon,5.0,Toulouse
le-wagon,5.0,Sydney
le-wagon,5.0,Melbourne
le-wagon,5.0,Casablanca
le-wagon,5.0,Buenos Aires
le-wagon,5.0,Brussels
le-wagon,5.0,Mexico City
le-wagon,5.0,Amsterdam
le-wagon,5.0,Sao Paulo
le-wagon,5.0,Barcelona
le-wagon,5.0,Bordeaux
le-wagon,5.0,Lille
le-wagon,5.0,Lisbon
le-wagon,5.0,Bali
le-wagon,5.0,Nantes
le-wagon,5.0,Rio de Janeiro 
le-wagon,5.0,Marseille
le-wagon,5.0,Montreal
le-wagon,5.0,Shanghai
le-wagon,5.0,Tokyo
le-wagon,5.0,Lyon
le-wagon,5.0,Berlin
le-wagon,5.0,Paris
le-wagon,5.0,Lausanne
le-wagon,5.0,Madrid
le-wagon,5.0,Rennes
le-wagon,5.0,Singapore
le-wagon,5.0,London
le-wagon,5.0,Dubai
le-wagon,5.0,Munich
le-wagon,5.0,Santiago
le-wagon,5.0,Nice
le-wagon,5.0,Cologne
le-wagon,5.0,Mauritius
le-wagon,5.0,not applicable
le-wagon,5.0,Zurich
le-wagon,5.0,Porto
le-wagon,5.0,Cape Town
le-wagon,5.0,Toulouse
le-wagon,5.0,Sydney
le-wagon,5.0,Melbourne
le-wagon,5.0,Casablanca
le-wagon,5.0,Buenos Aires
le-wagon,5.0,Brussels
le-wagon,5.0,Mexico City
le-wagon,5.0,Amsterdam
le-wagon,5.0,Sao Paulo
le-wagon,5.0,Barcelona
le-wagon,5.0,Bordeaux
le-wagon,5.0,Lille
le-wagon,5.0,Lisbon
le-wagon,5.0,Bali
le-wagon,5.0,Nantes
le-wagon,5.0,Rio de Janeiro 
le-wagon,5.0,Marseille
le-wagon,5.0,Montreal
le-wagon,5.0,Shanghai
le-wagon,5.0,Tokyo
le-wagon,5.0,Lyon
le-wagon,5.0,Berlin
le-wagon,5.0,Paris
le-wagon,5.0,Lausanne
le-wagon,5.0,Madrid
le-wagon,5.0,Rennes
le-wagon,5.0,Singapore
le-wagon,5.0,London
le-wagon,5.0,Dubai
le-wagon,5.0,Munich
le-wagon,5.0,Santiago
le-wagon,5.0,Nice
le-wagon,5.0,Cologne
le-wagon,5.0,Mauritius
le-wagon,5.0,not applicable
le-wagon,5.0,Zurich
le-wagon,5.0,Porto
le-wagon,5.0,Cape Town
le-wagon,5.0,Toulouse
le-wagon,5.0,Sydney
le-wagon,5.0,Melbourne
le-wagon,5.0,Casablanca
le-wagon,5.0,Buenos Aires
le-wagon,5.0,Brussels
le-wagon,5.0,Mexico City
le-wagon,5.0,Amsterdam
le-wagon,5.0,Sao Paulo
le-wagon,5.0,Barcelona
le-wagon,5.0,Bordeaux
le-wagon,5.0,Lille
le-wagon,5.0,Lisbon
le-wagon,5.0,Bali
le-wagon,5.0,Nantes
le-wagon,5.0,Rio de Janeiro 
le-wagon,5.0,Marseille
le-wagon,5.0,Montreal
le-wagon,5.0,Shanghai
le-wagon,5.0,Tokyo
le-wagon,5.0,Lyon
le-wagon,5.0,Berlin
le-wagon,5.0,Paris
le-wagon,5.0,Lausanne
le-wagon,5.0,Madrid
le-wagon,5.0,Rennes
le-wagon,5.0,Singapore
le-wagon,5.0,London
le-wagon,5.0,Dubai
le-wagon,5.0,Munich
le-wagon,5.0,Santiago
le-wagon,5.0,Nice
le-wagon,5.0,Cologne
le-wagon,5.0,Mauritius
le-wagon,5.0,not applicable
le-wagon,5.0,Zurich
le-wagon,5.0,Porto
le-wagon,5.0,Cape Town
le-wagon,5.0,Toulouse
le-wagon,5.0,Sydney
le-wagon,5.0,Melbourne
le-wagon,5.0,Casablanca
le-wagon,5.0,Buenos Aires
le-wagon,5.0,Brussels
le-wagon,5.0,Mexico City
le-wagon,5.0,Amsterdam
le-wagon,5.0,Sao Paulo
le-wagon,5.0,Barcelona
le-wagon,5.0,Bordeaux
le-wagon,5.0,Lille
le-wagon,5.0,Lisbon
le-wagon,5.0,Bali
le-wagon,5.0,Nantes
le-wagon,5.0,Rio de Janeiro 
le-wagon,5.0,Marseille
le-wagon,5.0,Montreal
le-wagon,5.0,Shanghai
le-wagon,5.0,Tokyo
le-wagon,5.0,Lyon
le-wagon,5.0,Berlin
le-wagon,5.0,Paris
le-wagon,5.0,Lausanne
le-wagon,5.0,Madrid
le-wagon,5.0,Rennes
le-wagon,5.0,Singapore
le-wagon,5.0,London
le-wagon,5.0,Dubai
le-wagon,5.0,Munich
le-wagon,5.0,Santiago
le-wagon,5.0,Nice
le-wagon,5.0,Cologne
le-wagon,5.0,Mauritius
le-wagon,5.0,not applicable
le-wagon,5.0,Zurich
le-wagon,5.0,Porto
le-wagon,5.0,Cape Town
le-wagon,5.0,Toulouse
le-wagon,5.0,Sydney
le-wagon,4.3,Melbourne
le-wagon,4.3,Casablanca
le-wagon,4.3,Buenos Aires
le-wagon,4.3,Brussels
le-wagon,4.3,Mexico City
le-wagon,4.3,Amsterdam
le-wagon,4.3,Sao Paulo
le-wagon,4.3,Barcelona
le-wagon,4.3,Bordeaux
le-wagon,4.3,Lille
le-wagon,4.3,Lisbon
le-wagon,4.3,Bali
le-wagon,4.3,Nantes
le-wagon,4.3,Rio de Janeiro 
le-wagon,4.3,Marseille
le-wagon,4.3,Montreal
le-wagon,4.3,Shanghai
le-wagon,4.3,Tokyo
le-wagon,4.3,Lyon
le-wagon,4.3,Berlin
le-wagon,4.3,Paris
le-wagon,4.3,Lausanne
le-wagon,4.3,Madrid
le-wagon,4.3,Rennes
le-wagon,4.3,Singapore
le-wagon,4.3,London
le-wagon,4.3,Dubai
le-wagon,4.3,Munich
le-wagon,4.3,Santiago
le-wagon,4.3,Nice
le-wagon,4.3,Cologne
le-wagon,4.3,Mauritius
le-wagon,4.3,not applicable
le-wagon,4.3,Zurich
le-wagon,4.3,Porto
le-wagon,4.3,Cape Town
le-wagon,4.3,Toulouse
le-wagon,4.3,Sydney
le-wagon,5.0,Melbourne
le-wagon,5.0,Casablanca
le-wagon,5.0,Buenos Aires
le-wagon,5.0,Brussels
le-wagon,5.0,Mexico City
le-wagon,5.0,Amsterdam
le-wagon,5.0,Sao Paulo
le-wagon,5.0,Barcelona
le-wagon,5.0,Bordeaux
le-wagon,5.0,Lille
le-wagon,5.0,Lisbon
le-wagon,5.0,Bali
le-wagon,5.0,Nantes
le-wagon,5.0,Rio de Janeiro 
le-wagon,5.0,Marseille
le-wagon,5.0,Montreal
le-wagon,5.0,Shanghai
le-wagon,5.0,Tokyo
le-wagon,5.0,Lyon
le-wagon,5.0,Berlin
le-wagon,5.0,Paris
le-wagon,5.0,Lausanne
le-wagon,5.0,Madrid
le-wagon,5.0,Rennes
le-wagon,5.0,Singapore
le-wagon,5.0,London
le-wagon,5.0,Dubai
le-wagon,5.0,Munich
le-wagon,5.0,Santiago
le-wagon,5.0,Nice
le-wagon,5.0,Cologne
le-wagon,5.0,Mauritius
le-wagon,5.0,not applicable
le-wagon,5.0,Zurich
le-wagon,5.0,Porto
le-wagon,5.0,Cape Town
le-wagon,5.0,Toulouse
le-wagon,5.0,Sydney
le-wagon,4.7,Melbourne
le-wagon,4.7,Casablanca
le-wagon,4.7,Buenos Aires
le-wagon,4.7,Brussels
le-wagon,4.7,Mexico City
le-wagon,4.7,Amsterdam
le-wagon,4.7,Sao Paulo
le-wagon,4.7,Barcelona
le-wagon,4.7,Bordeaux
le-wagon,4.7,Lille
le-wagon,4.7,Lisbon
le-wagon,4.7,Bali
le-wagon,4.7,Nantes
le-wagon,4.7,Rio de Janeiro 
le-wagon,4.7,Marseille
le-wagon,4.7,Montreal
le-wagon,4.7,Shanghai
le-wagon,4.7,Tokyo
le-wagon,4.7,Lyon
le-wagon,4.7,Berlin
le-wagon,4.7,Paris
le-wagon,4.7,Lausanne
le-wagon,4.7,Madrid
le-wagon,4.7,Rennes
le-wagon,4.7,Singapore
le-wagon,4.7,London
le-wagon,4.7,Dubai
le-wagon,4.7,Munich
le-wagon,4.7,Santiago
le-wagon,4.7,Nice
le-wagon,4.7,Cologne
le-wagon,4.7,Mauritius
le-wagon,4.7,not applicable
le-wagon,4.7,Zurich
le-wagon,4.7,Porto
le-wagon,4.7,Cape Town
le-wagon,4.7,Toulouse
le-wagon,4.7,Sydney
le-wagon,5.0,Melbourne
le-wagon,5.0,Casablanca
le-wagon,5.0,Buenos Aires
le-wagon,5.0,Brussels
le-wagon,5.0,Mexico City
le-wagon,5.0,Amsterdam
le-wagon,5.0,Sao Paulo
le-wagon,5.0,Barcelona
le-wagon,5.0,Bordeaux
le-wagon,5.0,Lille
le-wagon,5.0,Lisbon
le-wagon,5.0,Bali
le-wagon,5.0,Nantes
le-wagon,5.0,Rio de Janeiro 
le-wagon,5.0,Marseille
le-wagon,5.0,Montreal
le-wagon,5.0,Shanghai
le-wagon,5.0,Tokyo
le-wagon,5.0,Lyon
le-wagon,5.0,Berlin
le-wagon,5.0,Paris
le-wagon,5.0,Lausanne
le-wagon,5.0,Madrid
le-wagon,5.0,Rennes
le-wagon,5.0,Singapore
le-wagon,5.0,London
le-wagon,5.0,Dubai
le-wagon,5.0,Munich
le-wagon,5.0,Santiago
le-wagon,5.0,Nice
le-wagon,5.0,Cologne
le-wagon,5.0,Mauritius
le-wagon,5.0,not applicable
le-wagon,5.0,Zurich
le-wagon,5.0,Porto
le-wagon,5.0,Cape Town
le-wagon,5.0,Toulouse
le-wagon,5.0,Sydney
le-wagon,5.0,Melbourne
le-wagon,5.0,Casablanca
le-wagon,5.0,Buenos Aires
le-wagon,5.0,Brussels
le-wagon,5.0,Mexico City
le-wagon,5.0,Amsterdam
le-wagon,5.0,Sao Paulo
le-wagon,5.0,Barcelona
le-wagon,5.0,Bordeaux
le-wagon,5.0,Lille
le-wagon,5.0,Lisbon
le-wagon,5.0,Bali
le-wagon,5.0,Nantes
le-wagon,5.0,Rio de Janeiro 
le-wagon,5.0,Marseille
le-wagon,5.0,Montreal
le-wagon,5.0,Shanghai
le-wagon,5.0,Tokyo
le-wagon,5.0,Lyon
le-wagon,5.0,Berlin
le-wagon,5.0,Paris
le-wagon,5.0,Lausanne
le-wagon,5.0,Madrid
le-wagon,5.0,Rennes
le-wagon,5.0,Singapore
le-wagon,5.0,London
le-wagon,5.0,Dubai
le-wagon,5.0,Munich
le-wagon,5.0,Santiago
le-wagon,5.0,Nice
le-wagon,5.0,Cologne
le-wagon,5.0,Mauritius
le-wagon,5.0,not applicable
le-wagon,5.0,Zurich
le-wagon,5.0,Porto
le-wagon,5.0,Cape Town
le-wagon,5.0,Toulouse
le-wagon,5.0,Sydney
le-wagon,5.0,Melbourne
le-wagon,5.0,Casablanca
le-wagon,5.0,Buenos Aires
le-wagon,5.0,Brussels
le-wagon,5.0,Mexico City
le-wagon,5.0,Amsterdam
le-wagon,5.0,Sao Paulo
le-wagon,5.0,Barcelona
le-wagon,5.0,Bordeaux
le-wagon,5.0,Lille
le-wagon,5.0,Lisbon
le-wagon,5.0,Bali
le-wagon,5.0,Nantes
